"Name","Live Bytes","Live Objects"
"com.intellij.openapi.wm.impl.customFrameDecorations.CustomFrameTitleButtons$closeStyleBuilder$2$2","16 B (0%)","1 (0%)"
"com.intellij.profiler.ruby.RbSpyLocalAttachProfilerProvider","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.resolve.JSTypeEvaluator$$Lambda$4455.0x000000010209e840","16 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.ProjectViewImpl$$Lambda$2019.0x00000001014a7840","16 B (0%)","1 (0%)"
"com.intellij.psi.css.CssRuleset$$Lambda$4905.0x0000000102266c40","16 B (0%)","1 (0%)"
"com.intellij.testFramework.LightVirtualFileBase$MyVirtualFileSystem","16 B (0%)","1 (0%)"
"sun.security.ssl.CertificateRequest$T13CertificateRequestProducer","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.diagnostic.IndexDiagnosticDumper","16 B (0%)","1 (0%)"
"org.intellij.markdown.flavours.gfm.GFMElementTypes","16 B (0%)","1 (0%)"
"com.intellij.openapi.progress.impl.ProgressManagerImpl$$Lambda$321.0x0000000100484440","16 B (0%)","1 (0%)"
"com.intellij.openapi.externalSystem.util.ExternalSystemApiUtil$$Lambda$2197.0x000000010154b440","16 B (0%)","1 (0%)"
"java.net.URLClassLoader$7","16 B (0%)","1 (0%)"
"com.intellij.lang.css.CssDialect[]","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.patch.tool.ApplyPatchDiffTool","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ui.ChangesTree$$Lambda$2253.0x000000010157e040","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.UnindexedFilesFinder$$Lambda$2491.0x00000001016c1840","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonCodeAnalyzerImpl$HighlightByOffsetProcessor$$Lambda$6018.0x0000000100129840","16 B (0%)","1 (0%)"
"com.intellij.internal.statistic.fileTypes.UpdateComponentWatcher","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.editorActions.XmlTagNameSynchronizer$$Lambda$5188.0x0000000101e74840","16 B (0%)","1 (0%)"
"org.jetbrains.yaml.resolve.YAMLAnchorReadWriteAccessDetector","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.customFrameDecorations.style.StyleProperty$BORDER$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.GlobalMenuLinux$MyActionTuner","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.customFrameDecorations.style.StyleProperty$BORDER$2","16 B (0%)","1 (0%)"
"java.awt.datatransfer.SystemFlavorMap$$Lambda$5850.0x00000001001ef440","16 B (0%)","1 (0%)"
"com.google.common.base.CharMatcher$None","16 B (0%)","1 (0%)"
"com.intellij.util.ReflectionAssignabilityCache$$Lambda$969.0x0000000100cec840","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.AutoPopupControllerImpl$$Lambda$5322.0x000000010244cc40","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.source.tree.injected.InjectedLanguageManagerImpl$PsiManagerRegisteredInjectorsAdapter","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.codeInsight.sprockets.SprocketsReferenceContributor","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.sdk.RubySdkPatcher$$Lambda$2609.0x0000000101759840","16 B (0%)","1 (0%)"
"java.net.InetAddress$PlatformNameService","16 B (0%)","1 (0%)"
"com.intellij.execution.impl.RCInArbitraryFileListener","16 B (0%)","1 (0%)"
"com.intellij.ide.scratch.ScratchesSearchScope$$Lambda$3808.0x0000000101deb840","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.scss.psi.SCSSTreeElementFactory","16 B (0%)","1 (0%)"
"com.intellij.openapi.util.SafeJdomFactory$BaseSafeJdomFactory","16 B (0%)","1 (0%)"
"java.net.URI$1","16 B (0%)","1 (0%)"
"com.jetbrains.completion.ranker.FallbackKotlinMLRankingProvider$Companion","16 B (0%)","1 (0%)"
"com.intellij.database.dialects.oracle.testing.utplsql.UtPlSqlConfigurationType$$Lambda$1084.0x0000000100dc9840","16 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.impl.FileEditorProviderManagerImpl$MyComparator","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.github.authentication.accounts.GithubAccountManager","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.RubyMineEmptyTextPainter","16 B (0%)","1 (0%)"
"com.intellij.terminal.IdeTerminalCopyPasteHandler","16 B (0%)","1 (0%)"
"com.intellij.ide.CopyPasteDelegator$MyEditable","16 B (0%)","1 (0%)"
"com.intellij.openapi.roots.PlatformModifiableModelsProvider","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.packageJson.notification.PackageJsonUpdateNotifier$2","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.toolbar.floating.FloatingToolbarComponentImpl$Companion","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.packageJson.notification.PackageJsonUpdateNotifier$1","16 B (0%)","1 (0%)"
"javax.swing.text.html.HTMLEditorKit$HTMLFactory","16 B (0%)","1 (0%)"
"com.intellij.sql.psi.impl.SqlImplUtil$$Lambda$3234.0x0000000101abb040","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.template.impl.LiveTemplateCompletionContributor","16 B (0%)","1 (0%)"
"com.intellij.ui.ToolbarDecoratorActionPromoter","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.testing.rspec.codeInsight.RSpecCallTypeProvider","16 B (0%)","1 (0%)"
"com.intellij.util.io.IOUtil$$Lambda$3435.0x0000000101c40c40","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.load.java.components.JavaPropertyInitializerEvaluator$DoNothing","16 B (0%)","1 (0%)"
"com.intellij.idea.cloudConfig.CloudConfigClientUtil$1","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.resolve.JSIndexBasedResolveUtil$$Lambda$4510.0x00000001020ff040","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.LineStatusTrackerManager$Companion","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.VcsCacheManager$$Lambda$2304.0x00000001015ffc40","16 B (0%)","1 (0%)"
"com.intellij.openapi.progress.util.ColorProgressBar$$Lambda$847.0x0000000100a2bc40","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.Editor[]","16 B (0%)","1 (0%)"
"com.intellij.vcs.log.data.VcsLogData$$Lambda$2691.0x000000010179fc40","16 B (0%)","1 (0%)"
"com.intellij.psi.css.impl.util.completion.CssCompletionUtil$$Lambda$4853.0x000000010223a440","16 B (0%)","1 (0%)"
"com.intellij.lang.typescript.settings.exclude.TypeScriptGeneratedFilesStartupActivity","16 B (0%)","1 (0%)"
"com.intellij.configurationStore.StreamProviderFactory$Companion","16 B (0%)","1 (0%)"
"com.intellij.lang.ecmascript6.resolve.ES6PsiUtil$$Lambda$4530.0x0000000102119440","16 B (0%)","1 (0%)"
"com.intellij.openapi.actionSystem.impl.AbbreviationManagerImpl$$Lambda$604.0x0000000100727040","16 B (0%)","1 (0%)"
"com.intellij.ui.tree.ui.TreeAction$$Lambda$1934.0x0000000101444840","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.resolve.JSQualifiedNameResolver$$Lambda$4589.0x0000000102180040","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.source.resolve.reference.impl.PsiMultiReference$$Lambda$4897.0x0000000102260440","16 B (0%)","1 (0%)"
"java.awt.image.DataBuffer$1","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.inspections.suppress.RubyInspectionSuppressor","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.resolve.JSCoreLibraryElementsCollector$$Lambda$4514.0x00000001020fe040","16 B (0%)","1 (0%)"
"com.intellij.util.xml.impl.DomApplicationComponent$$Lambda$972.0x0000000100cec440","16 B (0%)","1 (0%)"
"com.intellij.codeInspection.ui.SuppressableInspectionTreeNode$$Lambda$4092.0x0000000101eef840","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.stubs.JSSymbolIndex2","16 B (0%)","1 (0%)"
"java.awt.Cursor$1","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.actions.providers.actions.RakeActionProvider$$Lambda$5964.0x000000010266d440","16 B (0%)","1 (0%)"
"com.intellij.docker.DockerFileDetector$2","16 B (0%)","1 (0%)"
"com.intellij.codeInspection.XmlQuickFixFactoryImpl","16 B (0%)","1 (0%)"
"com.intellij.docker.DockerFileDetector$1","16 B (0%)","1 (0%)"
"com.intellij.json.editor.JsonSmartKeysConfigurable$$Lambda$743.0x0000000100982840","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.source.codeStyle.IndentHelperImpl","16 B (0%)","1 (0%)"
"com.intellij.reporting.FreezeLoggerImpl","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.version.management.SdkRefresherBase$$Lambda$1943.0x0000000101446c40","16 B (0%)","1 (0%)"
"com.intellij.openapi.progress.util.AbstractProgressIndicatorExBase$$Lambda$526.0x000000010064dc40","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.newvfs.persistent.LocalFileSystemRefreshWorker$1","16 B (0%)","1 (0%)"
"com.jetbrains.jsonSchema.impl.JsonSchemaReader$$Lambda$5574.0x000000010122b840","16 B (0%)","1 (0%)"
"javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$428.0x000000010056d440","16 B (0%)","1 (0%)"
"com.intellij.sql.dialects.oraplus.OraPlusParserDefinition","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.sass.usages.SassScssReferenceSearch$$Lambda$6040.0x00000001001b6040","16 B (0%)","1 (0%)"
"com.intellij.platform.PlatformVcsDetector","16 B (0%)","1 (0%)"
"com.intellij.ide.TypeIconEP[]","16 B (0%)","1 (0%)"
"org.jetbrains.yaml.YAMLParserDefinition","16 B (0%)","1 (0%)"
"javax.swing.JTable$$Lambda$6131.0x00000001026e5440","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.VcsDirtyScopeManagerImpl$MyStartupActivity","16 B (0%)","1 (0%)"
"com.intellij.ide.macro.FileRelativePathMacro","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.impl.jar.JarFileSystemImpl$$Lambda$2512.0x00000001016d0040","16 B (0%)","1 (0%)"
"com.jetbrains.clones.index.HashIndexFileFilter","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.haml.projectView.HamlNestingRulesProvider","16 B (0%)","1 (0%)"
"org.jdesktop.swingx.renderer.StringValues$1","16 B (0%)","1 (0%)"
"org.jdesktop.swingx.renderer.StringValues$3","16 B (0%)","1 (0%)"
"org.jdesktop.swingx.renderer.StringValues$2","16 B (0%)","1 (0%)"
"com.intellij.psi.codeStyle.FileTypeIndentOptionsProvider[]","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.ecmascript6.TypeScriptUtil$$Lambda$960.0x0000000100cef440","16 B (0%)","1 (0%)"
"org.jdesktop.swingx.renderer.StringValues$5","16 B (0%)","1 (0%)"
"org.jdesktop.swingx.renderer.StringValues$4","16 B (0%)","1 (0%)"
"org.jdesktop.swingx.renderer.StringValues$6","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.colors.ex.DefaultColorSchemesManager","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.actions.intention.RubySortHashByKeysIntention$$Lambda$5237.0x0000000102392c40","16 B (0%)","1 (0%)"
"com.intellij.openapi.progress.util.AbstractProgressIndicatorExBase$$Lambda$1230.0x0000000100fb4040","16 B (0%)","1 (0%)"
"com.intellij.ui.CaptionPanel$$Lambda$573.0x00000001006a5040","16 B (0%)","1 (0%)"
"com.intellij.ide.actions.EditCustomVmOptionsAction$AccessExtension","16 B (0%)","1 (0%)"
"javax.swing.JTable$$Lambda$6136.0x00000001026e3840","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.intention.impl.IntentionListStep$$Lambda$5879.0x0000000102633440","16 B (0%)","1 (0%)"
"com.intellij.sql.dialects.sqlite.SqliteParserDefinition","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.codeInsight.RailsImplicitRequireProvider","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.scss.references.SassScssReferenceContributor$SassScssReferencePattern","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.indexes.RubyResolutionIndex$ForCompletion","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.conflicts.ChangelistConflictNotificationProvider","16 B (0%)","1 (0%)"
"com.intellij.xml.util.HtmlFileNSInfoProvider","16 B (0%)","1 (0%)"
"com.intellij.database.psi.DbRenameHandler","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.documentation.render.DocRenderItemUpdater","16 B (0%)","1 (0%)"
"com.intellij.sql.inspections.SqlSideEffectsInspection$1","16 B (0%)","1 (0%)"
"com.intellij.diff.util.DiffTaskQueue","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.hints.HintUtils","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.actions.JSFileFromImportsHelper$$Lambda$4308.0x0000000101fb3c40","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.RailsApiGenerator","16 B (0%)","1 (0%)"
"io.netty.channel.ChannelHandlerMask$1","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.frameworks.webpack.WebpackCssFileReferenceHelper","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.utils.Jsr305State$Companion","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.sdk.jruby.JRubySdkType","16 B (0%)","1 (0%)"
"com.intellij.ide.macro.FileNameWithoutAllExtensions","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.ToolWindowManagerImpl$ToolWindowManagerAppLevelHelper$awtFocusListener$1","16 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.CompoundIconProvider","16 B (0%)","1 (0%)"
"com.intellij.openapi.roots.libraries.Library[]","16 B (0%)","1 (0%)"
"com.intellij.internal.statistic.eventLog.EventFields","16 B (0%)","1 (0%)"
"com.jetbrains.plugins.remotesdk.tools.RemoteToolBeforeRunTaskProvider","16 B (0%)","1 (0%)"
"com.intellij.database.dataSource.DataSourceStorage$$Lambda$1664.0x00000001012b0440","16 B (0%)","1 (0%)"
"com.jetbrains.jsonSchema.impl.JsonSchemaReader$$Lambda$5536.0x00000001018b4440","16 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.breakpoints.XBreakpointManagerImpl$$Lambda$913.0x0000000100c47440","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$54.0x00000001000f3840","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.frameworks.webpack.Webpack2Provider","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.ModuleDefaultVcsRootPolicy","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.refactoring.inline.RubyInlineMethodHandler","16 B (0%)","1 (0%)"
"org.jetbrains.jps.model.java.impl.JpsJavaExtensionServiceImpl","16 B (0%)","1 (0%)"
"com.intellij.json.JsonBraceMatcher","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.security.SubjectDelegator","16 B (0%)","1 (0%)"
"com.intellij.tools.ToolManager$MyActionTuner","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonListeners$1","16 B (0%)","1 (0%)"
"com.intellij.docker.remote.ruby.run.RubyDockerRunConfigurationExtension","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.resolve.context.JSApplyContextElement[]","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.codeInsight.sprockets.SprocketsReference$$Lambda$4315.0x0000000101fc9040","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonListeners$5","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.encoding.EncodingReference$Companion","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonListeners$4","16 B (0%)","1 (0%)"
"com.intellij.database.diff.TableEditorHolder$TableEditorHolderFactory","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonListeners$3","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.ElementBase$1","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonListeners$2","16 B (0%)","1 (0%)"
"com.intellij.openapi.externalSystem.statistics.ExternalSystemActionsCollector$Companion","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.ElementBase$2","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonListeners$8","16 B (0%)","1 (0%)"
"com.intellij.database.plan.ui.PlanView$$Lambda$1188.0x0000000100f69440","16 B (0%)","1 (0%)"
"org.jetbrains.ide.BuiltInServerManagerImpl$Companion","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonListeners$7","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonListeners$6","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.status.ToolWindowsWidget$$Lambda$673.0x0000000100888c40","16 B (0%)","1 (0%)"
"com.intellij.coverage.CoverageDataManagerImpl$4","16 B (0%)","1 (0%)"
"com.intellij.coverage.CoverageDataManagerImpl$1","16 B (0%)","1 (0%)"
"com.intellij.coverage.CoverageDataManagerImpl$2","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ui.ChangesBrowserSpecificFilePathsNode$$Lambda$2327.0x0000000101630040","16 B (0%)","1 (0%)"
"com.intellij.sql.psi.impl.SqlImplUtil$1","16 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.trivialif.JSMergeIfAndIntention$MergeIfAndPredicate","16 B (0%)","1 (0%)"
"sun.java2d.SurfaceData$PixelToShapeLoopConverter","16 B (0%)","1 (0%)"
"com.intellij.lang.ecmascript6.editor.ES6CopyPasteProcessor","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.introspect.NopAnnotationIntrospector$1","16 B (0%)","1 (0%)"
"com.intellij.database.console.session.DatabaseSessionManager","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.JSStringUtil$$Lambda$4438.0x0000000102098440","16 B (0%)","1 (0%)"
"com.intellij.sql.psi.impl.support.SqlAltNamesSearcher","16 B (0%)","1 (0%)"
"com.intellij.psi.codeStyle.autodetect.FormatterBasedLineIndentInfoBuilder$$Lambda$1631.0x0000000101274c40","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.WindowManagerImpl$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.newvfs.persistent.FSRecords$$Lambda$715.0x0000000100977c40","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.ecma6.TypeScriptType[]","16 B (0%)","1 (0%)"
"org.jetbrains.yaml.navigation.YAMLKeysIndex","16 B (0%)","1 (0%)"
"com.intellij.database.util.DasUtil$$Lambda$1670.0x00000001012b6c40","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.completion.HtmlCompletionContributor$1","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.module.RubyModuleManager$MyFileListener","16 B (0%)","1 (0%)"
"sun.security.ssl.ServerHello$T13HelloRetryRequestReproducer","16 B (0%)","1 (0%)"
"org.jetbrains.ide.XmlRpcServerImpl","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.library.typings.TypeScriptExternalDefinitionsRootsProvider","16 B (0%)","1 (0%)"
"javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$126.0x00000001001e0c40","16 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.ProjectViewImpl$Action$FoldersAlwaysOnTop$$Lambda$1374.0x000000010110c040","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.packageJson.notification.DefaultPackageJsonNotifierConfiguration","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.editing.JSStripTrailingSpacesFilterFactory$JSStripTrailingSpacesFilter$$Lambda$6000.0x0000000102687840","16 B (0%)","1 (0%)"
"com.intellij.lang.puppet.project.roots.PuppetDirectoryIndex$2","16 B (0%)","1 (0%)"
"com.intellij.lang.puppet.project.roots.PuppetDirectoryIndex$1","16 B (0%)","1 (0%)"
"com.intellij.lang.puppet.project.roots.PuppetDirectoryIndex$4","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.interpreter.local.NodeJsLocalInterpreterUtil$$Lambda$3250.0x0000000101aca840","16 B (0%)","1 (0%)"
"com.intellij.lang.puppet.project.roots.PuppetDirectoryIndex$3","16 B (0%)","1 (0%)"
"org.intellij.plugins.relaxNG.RelaxNgMetaDataContributor$1","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.github.pullrequest.comment.GHPRReviewThreadsDiffExtension","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.quickfix.ManuallySetupExtResourceAction","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.IdeBackgroundUtil$2","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$6257.0x000000010276bc40","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ChangeListChange$Companion","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.codeInsight.actionCable.ActionCableLineMarkerProvider","16 B (0%)","1 (0%)"
"com.intellij.database.util.DasUtil$$Lambda$1671.0x00000001012b6040","16 B (0%)","1 (0%)"
"com.intellij.ui.tree.ui.TreeAction$$Lambda$1923.0x0000000101441c40","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.interpreter.remote.NodeJsRemoteInterpreterType","16 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.impl.EditorsSplitters$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.WeakFocusStackManager$1","16 B (0%)","1 (0%)"
"java.lang.ProcessEnvironment$NameComparator","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.symbols.structure.SymbolUtil$$Lambda$2822.0x000000010180c440","16 B (0%)","1 (0%)"
"com.intellij.dvcs.ignore.VcsRepositoryIgnoredFilesHolderBase$Companion","16 B (0%)","1 (0%)"
"com.intellij.util.xml.stubs.builder.DomStubBuilder","16 B (0%)","1 (0%)"
"sun.awt.image.PixelConverter$Ushort4444Argb","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.surroundWith.JSWithTryCatchFinallySurrounder","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.flow.FlowJSServerManager$$Lambda$4342.0x0000000101fcac40","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.parser.RubyElementTypes$$Lambda$1414.0x000000010112ec40","16 B (0%)","1 (0%)"
"com.jetbrains.jsonSchema.impl.JsonCachedValues$$Lambda$4919.0x0000000102262840","16 B (0%)","1 (0%)"
"org.jetbrains.git4idea.ssh.GitXmlRpcNativeSshService$InternalRequestHandler","16 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.braces.JSAddBracesIntention$AddBracesPredicate","16 B (0%)","1 (0%)"
"sun.security.ssl.CertStatusExtension$CertStatusRequestV2Spec","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.factoryBot.lang.psi.impl.methodCall.RubyFactoryBotCallNavigator$$Lambda$2602.0x0000000101743440","16 B (0%)","1 (0%)"
"com.intellij.psi.css.codeStyle.CssLanguageCodeStyleSettingsProvider","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.analysis.ConvertSchemaPrefixToDefaultIntention","16 B (0%)","1 (0%)"
"com.intellij.sql.dialects.snowflake.psi.SFlakeFunctionBodyInjector","16 B (0%)","1 (0%)"
"com.intellij.diagnostic.startUpPerformanceReporter.StartupMetricCollector","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.editing.JSMethodChainsInlayProvider$Companion","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.codeInsight.sprockets.SprocketsCompletionContributor","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.i18n.folding.I18nFoldingOptionsProvider$$Lambda$836.0x0000000100a2f040","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.sass.usages.SassIdIndexer","16 B (0%)","1 (0%)"
"com.intellij.xml.index.SchemaTypeInheritanceIndex$1","16 B (0%)","1 (0%)"
"com.intellij.psi.css.impl.util.table.CssPropertyUtil$$Lambda$4932.0x0000000102289440","16 B (0%)","1 (0%)"
"com.intellij.lang.typescript.editing.TypeScriptEnumValuesInlayProvider","16 B (0%)","1 (0%)"
"com.intellij.webcore.resourceRoots.WebIdeFileReferenceHelper","16 B (0%)","1 (0%)"
"com.intellij.lang.puppet.ide.navigation.plugins.facts.YamlFactIndexer","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.impl.ValueContainerInputRemapping$$Lambda$505.0x000000010061b040","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.codeInsight.sprockets.SprocketsReferenceSet$$Lambda$4304.0x0000000101fb5840","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.gem.GemBox$$Lambda$2911.0x00000001018c9840","16 B (0%)","1 (0%)"
"com.intellij.sql.psi.stubs.SqlAllNameIndex","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.impl.VirtualFilePointerContainerImpl$$Lambda$1056.0x0000000100db3440","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.newvfs.persistent.PersistentFSImpl$$Lambda$335.0x00000001004c6040","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.completion.XmlCompletionContributor","16 B (0%)","1 (0%)"
"com.intellij.openapi.updateSettings.UpdateStrategyCustomization","16 B (0%)","1 (0%)"
"com.intellij.util.ObjectUtils$$Lambda$861.0x0000000100ac4c40","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.linter.eslint.importer.EslintImportCodeStyleEditorNotificationProvider","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.haml.settings.HAMLCodeStyleSettingsProvider","16 B (0%)","1 (0%)"
"com.intellij.xml.util.ColorIconCache$1","16 B (0%)","1 (0%)"
"com.intellij.database.dialects.oracle.debugger.OraDebuggerFacade$Companion","16 B (0%)","1 (0%)"
"org.coffeescript.codeinsight.intentions.CoffeeScriptSingleToDoubleQuotedStringIntention$CoffeeScriptSingleToDoubleQuotedStringPredicate","16 B (0%)","1 (0%)"
"com.intellij.ui.CoreIconManager","16 B (0%)","1 (0%)"
"javax.swing.plaf.metal.OceanTheme$$Lambda$438.0x000000010056e440","16 B (0%)","1 (0%)"
"com.intellij.util.xmlb.MapBinding$$Lambda$448.0x000000010057d040","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.arrangement.ES6Rearranger$$Lambda$6003.0x0000000102687440","16 B (0%)","1 (0%)"
"git4idea.ui.branch.GitBranchWidget$Listener","16 B (0%)","1 (0%)"
"com.intellij.database.console.DbConsoleRootType$$Lambda$2023.0x00000001014a6840","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.frameworks.react.JSXScriptSelectioner","16 B (0%)","1 (0%)"
"io.netty.channel.DefaultSelectStrategyFactory","16 B (0%)","1 (0%)"
"com.intellij.util.textCompletion.TextCompletionCharFilter","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.completion.PriorityWeigher","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.IndexVersionRegistrationSink$$Lambda$1041.0x0000000100db2c40","16 B (0%)","1 (0%)"
"com.intellij.completion.sorting.RankingSupport","16 B (0%)","1 (0%)"
